date,state,dataQualityGrade,deathConfirmed,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,positive,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease
16-11-20,CT,C,3827,22,757,0,93284,4639,9800,2793152,86485
16-11-20,DC,A+,,0,101,0,19064,87,14271,590352,1732
16-11-20,DE,A+,646,0,141,0,29200,397,15007,628938,6597
16-11-20,FL,A,17775,41,3243,120,877340,4530,,11073495,51327
16-11-20,GA,A+,8471,10,2070,24,387930,981,,3900708,13422
16-11-20,GU,A,,4,70,0,6175,54,3950,78133,757
16-11-20,HI,B,,0,78,0,16853,94,11958,599994,4879
16-11-20,IA,A+,,6,1392,0,169353,2071,108187,992851,4250
16-11-20,ID,A,700,0,395,20,82245,928,35215,430423,2469
16-11-20,IL,A,10779,42,5581,0,585248,11632,,9161453,90612
16-11-20,IN,A+,4686,26,2768,339,256744,5147,150235,3569955,33873
16-11-20,KS,A+,,10,551,104,122741,7234,3006,733756,26969
16-11-20,KY,B,1627,3,1442,91,139097,1511,24568,2241836,47738
16-11-20,LA,A,5902,7,818,0,205059,546,176107,3037236,7640
16-11-20,MA,A+,10110,11,781,0,190439,2164,137422,7321731,53265
16-11-20,MD,A,4160,7,985,112,167656,1726,8380,3894566,34833
16-11-20,ME,A+,164,0,69,3,9117,173,6830,756172,21457
16-11-20,MI,A+,8049,55,3580,0,288954,13162,138862,5808470,115886
16-11-20,MN,A,2873,12,1558,177,231018,7437,179614,3413692,49157
16-11-20,MO,A+,,12,2525,0,243169,3718,,2801747,16348
16-11-20,MP,D,2,0,,0,102,2,29,16569,2
16-11-20,MS,A+,3138,2,807,177,134898,589,116683,1041889,33717
16-11-20,MT,B,,2,453,19,48027,869,27496,573334,773
16-11-20,NC,A+,4704,8,1424,0,314207,1972,276132,4659829,27220
16-11-20,ND,B,589,25,400,17,64885,1089,53242,970684,7759
16-11-20,NE,A,,0,914,24,98161,1327,53528,1137246,7014
16-11-20,NH,B,,1,74,13,15029,358,11185,717889,27530
16-11-20,NJ,A,14779,14,2115,88,281493,2219,39643,5341289,2219
16-11-20,NM,A,,21,738,114,65454,1253,25411,1386121,13254
16-11-20,NV,A+,,8,1157,0,122097,1914,,1435791,9709
16-11-20,NY,B,,26,1968,0,563690,3490,81908,16876843,124565
16-11-20,OH,A+,5387,20,3387,213,305364,7268,205198,5318839,56813
16-11-20,OK,A+,,10,1247,45,156857,2729,126162,1810456,2729
16-11-20,OR,A+,,4,413,126,57646,766,5870,962982,5003
16-11-20,PA,A+,,13,2575,0,269613,4476,183336,2843234,18601
16-11-20,PR,B,731,7,533,0,43016,537,35461,348988,537
16-11-20,RI,A+,,5,256,0,43923,481,3172,1355717,6195
16-11-20,SC,A+,3873,31,769,22,196617,1110,102038,2105533,14944
16-11-20,SD,A+,,0,560,54,66278,897,47495,296147,2033
16-11-20,TN,A+,3645,30,1999,60,318888,7951,271864,4161846,61517
16-11-20,TX,A,,20,7468,0,1027889,7168,875521,9378611,7168
16-11-20,UT,A+,,5,519,90,155779,1971,105481,1615313,13520
16-11-20,VA,A+,3533,6,1337,163,204637,2677,22362,2938133,17396
16-11-20,VI,D,23,0,,0,1434,0,1370,26069,0
16-11-20,VT,B,59,0,20,0,3008,119,2050,477590,2662
16-11-20,WA,B,2519,0,572,144,130040,2309,,2778095,29313
16-11-20,WI,A+,2649,13,2278,118,334562,4638,243841,3893526,28350
16-11-20,WV,B,562,3,383,0,34460,801,23498,938911,12032
16-11-20,WY,B,,0,191,-4,23193,699,12902,153401,699
15-11-20,AK,A,98,0,141,7,22662,642,7164,867382,5118
15-11-20,AL,A,3000,2,1195,0,217822,1979,88038,1459406,6251
15-11-20,AR,A+,2000,35,830,29,133040,2722,114312,1505554,21690
15-11-20,AS,D,,0,,0,0,0,,1768,0
15-11-20,AZ,A+,5846,2,1506,112,275436,2383,45400,1974498,13084
15-11-20,CA,B,,35,4454,0,1019345,10968,,20866785,195189
15-11-20,CO,A,,0,1417,68,163417,4183,9657,2523752,38301
15-11-20,CT,C,3807,0,659,0,88645,0,9800,2706667,0
15-11-20,DC,A+,,2,104,0,18977,163,14182,588620,5301
15-11-20,DE,A+,646,0,81,0,28803,408,14867,622341,5894
15-11-20,FL,A,17734,30,3118,88,872810,9820,,11022168,122779
15-11-20,GA,A+,8462,1,1978,25,386949,1952,,3887286,21347
15-11-20,GU,A,,1,75,0,6121,156,3942,77376,619
15-11-20,HI,B,,0,78,0,16759,107,11958,595115,5318
15-11-20,IA,A+,,13,1279,0,167282,3554,107888,988601,8715
15-11-20,ID,A,700,7,395,46,81317,1519,34826,427954,3539
15-11-20,IL,A,10742,74,5474,0,573616,10631,,9070841,84831
15-11-20,IN,A+,4660,22,2628,321,251597,6710,146886,3536082,53337
15-11-20,KS,A+,,0,811,0,115507,0,2960,706787,0
15-11-20,KY,B,1624,3,1378,0,137586,1449,24329,2194098,0
15-11-20,LA,A,5895,11,753,0,204513,2532,176107,3029596,37128
15-11-20,MA,A+,10098,36,737,0,188275,2133,137422,7268466,71371
15-11-20,MD,A,4153,9,938,118,165930,1840,8374,3859733,28574
15-11-20,ME,A+,164,2,67,2,8944,153,6681,734715,153
15-11-20,MI,A+,7994,0,3241,0,275792,0,138862,5692584,0
15-11-20,MN,A,2861,31,1424,159,223581,7553,172873,3364535,62036
15-11-20,MO,A+,,1,2462,0,239451,3729,,2785399,16314
15-11-20,MP,D,2,0,,0,100,0,29,16567,0
15-11-20,MS,A+,3137,3,756,0,134309,969,111430,1008172,969
15-11-20,MT,B,,6,435,5,47158,1272,27472,572561,2867
15-11-20,NC,A+,4696,50,1395,0,312235,3117,261719,4632609,41084
15-11-20,ND,B,564,0,400,25,63796,924,51936,962925,7450
15-11-20,NE,A,,4,889,29,96834,1912,52511,1130232,12973
15-11-20,NH,B,,0,69,0,14671,360,10866,690359,0
15-11-20,NJ,A,14765,18,2004,82,279274,4538,39489,5339070,128343
15-11-20,NM,A,,7,506,47,64201,1030,25089,1372867,12415
15-11-20,NV,A+,,1,1025,0,120183,1177,,1426082,12629
15-11-20,NY,B,,30,1845,0,560200,3649,81788,16752278,133202
15-11-20,OH,A+,5373,8,3175,189,298096,7853,202937,5262026,67011
15-11-20,OK,A+,,12,1247,101,154128,3923,124793,1807727,3923
15-11-20,OR,A+,,2,356,0,56880,862,5870,957979,6414
15-11-20,PA,A+,,38,2440,0,265137,5199,178070,2824633,26548
15-11-20,PR,B,725,14,515,0,42479,707,35472,348451,707
15-11-20,RI,A+,,8,256,28,43442,679,3172,1349522,13763
15-11-20,SC,A+,3846,2,752,29,195507,1493,101388,2090589,18449
15-11-20,SD,A+,,23,553,46,65381,1199,45377,294114,2291
15-11-20,TN,A+,3620,16,1972,25,310937,5817,270091,4100329,46028
15-11-20,TX,A,,89,7274,0,1020721,6561,871784,9371443,136061
15-11-20,UT,A+,,8,502,93,153808,2667,104317,1601793,13039
15-11-20,VA,A+,3527,1,1284,32,201960,1161,22252,2920737,33735
15-11-20,VI,D,23,0,,0,1434,0,1370,26069,0
15-11-20,VT,B,59,0,20,0,2889,46,2023,474928,6894
15-11-20,WA,B,2519,0,569,15,127731,2233,,2748782,26695
15-11-20,WI,A+,2637,12,2097,155,329924,6320,240075,3865176,42769
15-11-20,WV,B,560,8,365,0,33659,867,23077,926879,11223
15-11-20,WY,B,,0,189,0,22494,613,12453,152702,613
14-11-20,AK,A,98,2,125,1,22020,734,7162,862264,17598
14-11-20,AL,A,2998,15,1120,0,215843,2226,88038,1453155,12280
14-11-20,AR,A+,1968,0,799,30,130318,0,112383,1483864,0
14-11-20,AS,D,,0,,0,0,0,,1768,0
14-11-20,AZ,A+,5845,43,1470,117,273053,3476,45036,1961414,18698
14-11-20,CA,B,,81,4212,0,1008377,9875,,20671596,193096
14-11-20,CO,A,,0,1325,195,159234,5196,9528,2485451,41852
14-11-20,CT,C,3807,0,659,0,88645,0,9800,2706667,0
14-11-20,DC,A+,,1,113,0,18814,148,14160,583319,5718
14-11-20,DE,A+,646,2,132,0,28395,379,14727,616447,7673
14-11-20,FL,A,17704,45,3151,278,862990,4405,,10899389,37613
14-11-20,GA,A+,8462,51,2050,127,384997,2492,,3865939,27389
14-11-20,GU,A,,0,76,0,5965,41,3942,76757,465
14-11-20,HI,B,,0,63,7,16652,118,11958,589797,4860
14-11-20,IA,A+,,24,1261,0,163728,4093,107541,979886,8242
14-11-20,ID,A,695,3,395,41,79798,1519,34482,424415,3632
14-11-20,IL,A,10670,197,5415,0,562985,11028,,8986010,114370
14-11-20,IN,A+,4638,25,2634,295,244887,8322,146000,3482745,68372
14-11-20,KS,A+,,0,811,0,115507,0,2960,706787,0
14-11-20,KY,B,1621,11,1378,131,136137,3293,24329,2194098,20574
14-11-20,LA,A,5885,0,692,0,201981,0,176107,2992468,0
14-11-20,MA,A+,10065,28,705,0,186142,3047,137422,7197095,111066
14-11-20,MD,A,4144,20,921,177,164090,2321,8362,3831159,37627
14-11-20,ME,A+,162,1,67,6,8791,152,6597,734562,152
14-11-20,MI,A+,7994,68,3241,0,275792,7430,138862,5692584,69432
14-11-20,MN,A,2836,35,1424,271,216028,8689,167234,3302499,50948
14-11-20,MO,A+,,14,2447,0,235722,6346,,2769085,26153
14-11-20,MP,D,2,0,,0,100,0,29,16567,0
14-11-20,MS,A+,3134,21,778,0,133340,1370,111430,1007203,1370
14-11-20,MT,B,,37,435,486,45886,1642,27472,569694,3150
14-11-20,NC,A+,4651,36,1425,0,309118,3885,261719,4591525,54758
14-11-20,ND,B,564,0,425,33,62872,2270,50835,955475,13350
14-11-20,NE,A,,19,918,62,94922,2369,51928,1117259,14882
14-11-20,NH,B,,1,68,-7,14311,382,10842,690359,0
14-11-20,NJ,A,14747,26,2000,70,274736,4353,39253,5210727,41496
14-11-20,NM,A,,10,480,51,63171,1165,24788,1360452,12258
14-11-20,NV,A+,,15,1025,0,119006,2269,,1413453,25167
14-11-20,NY,B,,24,1788,0,556551,5388,81585,16619076,184162
14-11-20,OH,A+,5367,14,3104,220,290243,7715,200715,5195015,62234
14-11-20,OK,A+,,23,1247,165,150205,2847,123333,1803804,12781
14-11-20,OR,A+,,6,356,0,56018,1081,5870,951565,8418
14-11-20,PA,A+,,50,2374,0,259938,5551,178070,2798085,19714
14-11-20,PR,B,711,7,539,0,41772,653,35074,347744,653
14-11-20,RI,A+,,3,258,73,42763,1234,3147,1335759,20376
14-11-20,SC,A+,3844,9,781,35,194014,1913,100742,2072140,41146
14-11-20,SD,A+,,53,549,58,64182,1855,44814,291823,3162
14-11-20,TN,A+,3604,25,2083,61,305120,4662,268368,4054301,34852
14-11-20,TX,A,,150,7151,0,1014160,9177,861205,9235382,82013
14-11-20,UT,A+,,9,507,85,151141,5352,102514,1588754,21407
14-11-20,VA,A+,3526,14,1312,113,200799,1537,22192,2887002,22993
14-11-20,VI,D,23,0,,0,1434,24,1370,26069,582
14-11-20,VT,B,59,0,21,0,2843,100,2000,468034,6525
14-11-20,WA,B,2519,12,608,88,125498,2142,,2722087,27917
14-11-20,WI,A+,2625,56,2034,181,323604,5581,235170,3822407,54210
14-11-20,WV,B,554,9,344,0,32792,1153,23077,915656,13363
14-11-20,WY,B,,17,202,15,21881,540,12247,152089,540
13-11-20,AK,A,96,0,113,5,21286,584,7161,844666,0
13-11-20,AL,A,2989,18,1177,85,213617,2980,88038,1440875,19285
13-11-20,AR,A+,1968,4,826,102,130318,2312,112383,1483864,13717
13-11-20,AS,D,,0,,0,0,0,,1768,0
13-11-20,AZ,A+,5806,17,1381,244,269577,3015,44675,1942716,19210
13-11-20,CA,B,,29,4138,0,998502,6893,,20478500,136428
13-11-20,CO,A,,0,1315,264,154038,6439,9352,2443599,51797
13-11-20,CT,C,3807,11,659,0,88645,2746,9800,2706667,43186
13-11-20,DC,A+,,0,115,0,18666,159,14160,577601,6071
13-11-20,DE,A+,644,2,130,0,28016,470,14571,608774,4127
13-11-20,FL,A,17659,74,3129,271,858585,6760,,10861776,78469
13-11-20,GA,A+,8418,24,2037,142,382505,2315,,3838550,31137
13-11-20,GU,A,,2,78,0,5924,74,3942,76292,843
13-11-20,HI,B,,0,69,9,16534,97,11958,584937,4862
13-11-20,IA,A+,,18,1227,0,159635,4032,106529,971644,6888
13-11-20,ID,A,692,16,395,59,78279,1158,34104,420783,3337
13-11-20,IL,A,10504,45,5362,0,551957,15415,,8871640,106540
13-11-20,IN,A+,4613,50,2548,515,236565,5600,144548,3414373,44275
13-11-20,KS,A+,,41,811,75,115507,6282,2960,706787,6282
13-11-20,KY,B,1611,25,1358,85,132844,3164,23872,2173524,28064
13-11-20,LA,A,5885,24,692,0,201981,3450,176107,2992468,33980
13-11-20,MA,A+,10038,23,687,0,183095,2906,137422,7086029,81305
13-11-20,MD,A,4124,12,914,142,161769,1869,8343,3793532,32019
13-11-20,ME,A+,161,3,66,13,8639,244,6428,734410,8850
13-11-20,MI,A+,7929,123,3241,0,268362,9179,128981,5623152,73360
13-11-20,MN,A,2802,46,1424,201,207339,5544,161756,3251551,48226
13-11-20,MO,A+,,20,2328,0,229376,4005,,2742932,15996
13-11-20,MP,D,2,0,,0,100,0,29,16567,0
13-11-20,MS,A+,3122,5,767,0,131970,1305,111430,1005833,1305
13-11-20,MT,B,,5,492,15,44244,1213,25389,566544,8593
13-11-20,NC,A+,4619,14,1423,0,305233,1779,261719,4536767,35993
13-11-20,ND,B,564,17,421,38,60602,1429,49409,942125,11144
13-11-20,NE,A,,25,905,-21,92553,2611,51017,1102377,16585
13-11-20,NH,B,,3,69,7,13929,459,10688,690359,0
13-11-20,NJ,A,14721,27,1909,105,270383,3397,39052,5169231,44633
13-11-20,NM,A,,22,455,64,62006,1230,24449,1348194,17791
13-11-20,NV,A+,,13,985,0,116737,1857,,1388286,12617
13-11-20,NY,B,,24,1737,0,551163,5401,81390,16434914,203721
13-11-20,OH,A+,5354,42,2981,298,282528,8071,197674,5132781,66284
13-11-20,OK,A+,,12,1279,76,147358,2667,121774,1791023,40529
13-11-20,OR,A+,,7,356,44,54937,1058,5870,943147,7270
13-11-20,PA,A+,,30,2314,0,254387,5531,178070,2778371,22866
13-11-20,PR,B,704,5,559,0,41119,667,35284,347091,667
13-11-20,RI,A+,,4,250,55,41529,765,3086,1315383,14097
13-11-20,SC,A+,3835,17,775,63,192101,1611,100074,2030994,10049
13-11-20,SD,A+,,1,556,85,62327,1611,43132,288661,2573
13-11-20,TN,A+,3583,64,2019,105,300458,3733,265459,4019449,23471
13-11-20,TX,A,,173,7083,0,1004983,11142,850648,9153369,120152
13-11-20,UT,A+,,14,492,104,145789,2150,100892,1567347,15697
13-11-20,VA,A+,3513,27,1296,76,199262,1235,22095,2864009,10212
13-11-20,VI,D,23,0,,0,1410,0,1357,25487,0
13-11-20,VT,B,59,0,24,0,2743,92,1977,461509,5461
13-11-20,WA,B,2507,25,550,86,123356,3345,,2694170,49745
13-11-20,WI,A+,2573,62,2045,274,318023,8451,229469,3768197,39614
13-11-20,WV,B,545,10,339,0,31639,742,22543,902293,13994
13-11-20,WY,B,,0,195,7,21341,862,12082,151549,2262
12-11-20,AK,A,96,0,113,9,20702,481,7161,844666,10076
12-11-20,AL,A,2970,12,1233,304,210637,2000,88038,1421590,0
12-11-20,AR,A+,1964,18,805,80,128006,1809,111357,1470147,13153
12-11-20,AS,D,,0,,0,0,0,,1768,0
12-11-20,AZ,A+,5793,12,1368,82,266562,1399,44363,1923506,15197
12-11-20,CA,B,,38,4002,0,991609,6927,,20342072,119979
12-11-20,CO,A,,33,1322,59,147599,5197,9148,2391802,44534
12-11-20,CT,C,3798,10,617,0,85899,1158,9800,2663481,24276
12-11-20,DC,A+,,0,109,0,18507,128,14103,571530,4458
12-11-20,DE,A+,642,8,126,0,27546,204,14487,604647,1319
12-11-20,FL,A,17585,73,3062,161,851825,5504,,10783307,69004
12-11-20,GA,A+,8403,75,2045,141,380190,2496,,3807413,21367
12-11-20,GU,A,,0,83,0,5850,95,3865,75449,900
12-11-20,HI,B,,0,73,0,16437,117,11958,580075,5223
12-11-20,IA,A+,,31,1208,0,155603,3650,105384,964756,6403
12-11-20,ID,A,676,19,361,40,77121,1693,33715,417446,3608
12-11-20,IL,A,10477,48,5258,0,536542,12702,,8765100,100617
12-11-20,IN,A+,4563,51,2569,289,230965,6591,142017,3370098,62253
12-11-20,KS,A+,,0,810,0,109225,0,2913,700505,-3142
12-11-20,KY,B,1589,18,1311,164,129680,2336,23629,2145460,39901
12-11-20,LA,A,5863,39,676,0,198531,3829,176107,2958488,33565
12-11-20,MA,A+,10015,20,661,215,180189,2648,137422,7004724,98075
12-11-20,MD,A,4112,12,863,127,159900,1477,8323,3761513,31598
12-11-20,ME,A+,158,1,62,8,8395,193,6292,725560,20987
12-11-20,MI,A+,7811,49,3209,0,259183,7311,128981,5549792,67316
12-11-20,MN,A,2756,39,1329,292,201795,7225,159467,3203325,53217
12-11-20,MO,A+,,16,2248,0,225371,4603,,2726936,21731
12-11-20,MP,D,2,0,,0,100,0,29,16567,0
12-11-20,MS,A+,3118,17,774,0,130665,1271,111430,1004528,1271
12-11-20,MT,B,,0,499,11,43031,961,24804,557951,10223
12-11-20,NC,A+,4606,8,1279,0,303454,2893,261719,4500774,40486
12-11-20,ND,B,547,34,399,115,59173,1800,48055,930981,13030
12-11-20,NE,A,,1,885,115,89942,2209,50148,1085792,14087
12-11-20,NH,B,,3,69,4,13470,322,10447,690359,16372
12-11-20,NJ,A,14694,19,1827,161,266986,3491,38809,5124598,39805
12-11-20,NM,A,,18,471,52,60776,1742,24291,1330403,13155
12-11-20,NV,A+,,3,941,0,114880,1469,,1375669,12785
12-11-20,NY,B,,29,1677,0,545762,4797,81198,16231193,162627
12-11-20,OH,A+,5316,35,3024,268,274457,7101,194846,5066497,56714
12-11-20,OK,A+,,11,1248,162,144691,2357,120426,1750494,2357
12-11-20,OR,A+,,4,342,31,53879,1109,5870,935877,7534
12-11-20,PA,A+,,49,2196,0,248856,5488,176687,2755505,23376
12-11-20,PR,B,700,8,566,0,40452,1332,34679,346424,1332
12-11-20,RI,A+,,7,232,45,40764,988,3052,1301286,20141
12-11-20,SC,A+,3817,8,810,60,190490,1495,99368,2020945,20236
12-11-20,SD,A+,,0,551,66,60716,2020,41427,286088,2968
12-11-20,TN,A+,3531,27,1973,55,296725,3344,262527,3995978,21955
12-11-20,TX,A,,143,6925,0,993841,8461,838950,9033217,26046
12-11-20,UT,A+,,9,484,92,143639,3919,98897,1551650,16670
12-11-20,VA,A+,3490,17,1313,187,198027,1521,22002,2853797,11990
12-11-20,VI,D,23,0,,0,1410,0,1357,25487,0
12-11-20,VT,B,59,0,22,0,2651,116,1958,456048,6242
12-11-20,WA,B,2482,0,495,0,120011,0,,2644425,0
12-11-20,WI,A+,2515,67,2077,264,309572,8223,223937,3728583,49459
12-11-20,WV,B,535,2,306,0,30897,696,22115,888299,13182
12-11-20,WY,B,,0,192,13,20479,1105,11585,149287,2674
11-11-20,AK,A,96,4,117,8,20221,487,7160,834590,6450
11-11-20,AL,A,2958,81,1210,0,208637,2070,84471,1421590,15451
11-11-20,AR,A+,1947,14,801,56,126197,1962,110365,1456994,12250
11-11-20,AS,D,,0,,0,0,0,,1768,0
11-11-20,AZ,A+,5786,36,1360,66,265163,2030,43990,1908309,9695
11-11-20,CA,B,,69,3987,0,984682,7464,,20222093,127452
11-11-20,CO,A,,0,1304,275,142402,3975,8980,2347268,40486
11-11-20,CT,C,3791,9,584,0,84741,1754,9800,2639205,36943
11-11-20,DC,A+,,0,112,0,18379,206,14036,567072,5239
11-11-20,DE,A+,637,2,126,0,27342,230,14380,603328,4285
11-11-20,FL,A,17512,52,3056,252,846321,5669,,10714303,67377
11-11-20,GA,A+,8333,76,2002,175,377694,1640,,3786046,13522
11-11-20,GU,A+,,0,80,0,5755,101,3667,74549,690
11-11-20,HI,B,,1,77,31,16320,78,11958,574852,4844
11-11-20,IA,A+,,25,1190,0,151953,4297,104226,958353,8162
11-11-20,ID,A,660,16,288,36,75428,1201,33330,413838,3343
11-11-20,IL,A,10434,153,5042,0,523840,12657,,8664483,93464
11-11-20,IN,A+,4512,31,2544,261,224374,5036,139444,3307845,38192
11-11-20,KS,A+,,34,810,114,109225,5672,2913,703647,13665
11-11-20,KY,B,1574,14,1189,0,127344,2698,23165,2105559,0
11-11-20,LA,A,5829,0,684,0,194702,0,172210,2924923,0
11-11-20,MA,A+,9994,38,659,0,177541,2660,131646,6906649,80321
11-11-20,MD,A,4100,16,805,98,158423,1714,8313,3729915,27257
11-11-20,ME,A+,157,2,49,7,8202,142,6226,704573,142
11-11-20,MI,A+,7766,42,3093,0,251872,6620,128981,5482476,54851
11-11-20,MN,A,2720,56,1299,218,194570,4889,157164,3150108,14112
11-11-20,MO,A+,,24,2157,0,220768,4071,,2705205,59784
11-11-20,MP,D,2,0,,0,100,0,29,16567,0
11-11-20,MS,A+,3108,17,756,0,129394,1256,111430,1003257,1256
11-11-20,MT,B,,10,500,20,42070,919,24594,547728,3162
11-11-20,NC,A+,4598,38,1246,0,300561,3119,261719,4460288,30376
11-11-20,ND,B,514,22,411,61,57373,1031,45031,917951,10579
11-11-20,NE,A,,20,860,45,87733,2182,49761,1071705,22627
11-11-20,NH,B,,3,69,4,13148,229,10262,673987,0
11-11-20,NJ,A,14676,15,1801,147,263495,3065,38586,5084793,43729
11-11-20,NM,A,,14,481,91,59034,1487,23981,1317248,35297
11-11-20,NV,A+,,18,950,0,113411,1107,,1362884,10138
11-11-20,NY,B,,21,1628,0,540965,4820,81020,16068566,164300
11-11-20,OH,A+,5285,76,2880,253,267356,5874,191950,5009783,45554
11-11-20,OK,A+,,19,1248,186,142334,2177,119144,1748137,14939
11-11-20,OR,A+,,5,345,42,52770,861,5870,928343,7127
11-11-20,PA,A+,,59,2080,0,243368,4711,172791,2732129,22687
11-11-20,PR,B,693,12,556,0,39120,264,34032,345092,264
11-11-20,RI,A+,,6,220,35,39776,978,3020,1281145,13870
11-11-20,SC,A+,3809,14,780,58,188995,1257,98621,2000709,12197
11-11-20,SD,A+,,27,543,112,58696,1362,40668,283120,2421
11-11-20,TN,A+,3514,89,1904,82,293381,3632,259438,3974023,30219
11-11-20,TX,A,,141,6779,0,985380,11150,831800,9007171,105332
11-11-20,UT,A+,,6,466,111,139720,2335,97269,1534980,12971
11-11-20,VA,A+,3474,15,1265,238,196506,1594,21863,2841807,21148
11-11-20,VI,D,23,0,,0,1410,0,1357,25487,0
11-11-20,VT,B,59,0,18,0,2535,73,1947,449806,2225
11-11-20,WA,B,2482,22,495,61,120011,1441,,2644425,16910
11-11-20,WI,A+,2457,72,2102,277,301349,7537,219304,3679124,34257
11-11-20,WV,B,532,7,277,0,30201,885,21877,875117,11074
11-11-20,WY,B,,0,178,3,19374,132,11234,146613,223
10-11-20,AK,A,92,8,120,6,19734,538,7161,828140,60143
10-11-20,AL,A,2890,36,1206,592,206567,1710,84471,1406139,-690
10-11-20,AR,A+,1934,4,809,83,124235,1424,109235,1444744,8328
10-11-20,AS,D,,0,,0,0,0,,1768,0
10-11-20,AZ,A+,5757,28,1289,217,263133,3434,43682,1898614,15407
10-11-20,CA,B,,24,3799,0,977218,5367,,20094641,176162
10-11-20,CO,A,,22,1270,213,138427,3890,8846,2306782,32354
10-11-20,CT,B,3785,9,548,0,82987,1524,9800,2602262,22684
10-11-20,DC,A+,,2,109,0,18173,86,13977,561833,3019
10-11-20,DE,A+,635,3,127,0,27112,204,14276,599043,5244
10-11-20,FL,A,17460,69,3034,283,840652,4282,,10646926,46452
10-11-20,GA,A+,8264,53,1938,148,376054,1873,,3772524,22630
10-11-20,GU,A,,1,77,0,5654,181,3667,73859,905
10-11-20,HI,B,,0,72,-14,16242,63,11958,570008,3014
10-11-20,IA,A+,,25,1135,0,147656,2734,102981,950191,4570
10-11-20,ID,A,646,12,288,37,74227,1266,33032,410495,2187
10-11-20,IL,A,10289,82,4742,0,511183,12623,,8571019,101955
10-11-20,IN,A+,4481,67,2336,285,219338,4829,136988,3269653,30619
10-11-20,KS,A+,,0,500,0,103553,0,2842,689982,0
10-11-20,KY,B,1562,14,1189,129,124646,2079,23165,2105559,19684
10-11-20,LA,A,5829,10,684,0,194702,1330,172210,2924923,26460
10-11-20,MA,A+,9957,21,618,0,174881,2154,131646,6826328,58341
10-11-20,MD,A,4084,12,761,81,156709,1338,8305,3702658,24549
10-11-20,ME,A+,155,3,49,6,8060,172,6100,704431,6028
10-11-20,MI,A+,7724,86,2959,0,245252,6944,128981,5427625,59315
10-11-20,MN,A,2668,23,1224,262,189681,4893,153347,3135996,32562
10-11-20,MO,A+,,146,2055,0,216697,4256,,2645421,-24034
10-11-20,MP,D,2,0,,0,100,0,29,16567,474
10-11-20,MS,A+,3095,37,737,0,128138,933,111430,1002001,933
10-11-20,MT,B,,5,487,18,41151,1098,23873,544566,3653
10-11-20,NC,A+,4562,45,1230,0,297442,2582,261719,4429912,30296
10-11-20,ND,B,492,0,383,0,56342,884,43949,907372,0
10-11-20,NE,A,,7,820,32,85551,1582,49314,1049078,9380
10-11-20,NH,B,,0,64,2,12919,220,10233,673987,8200
10-11-20,NJ,A,14661,21,1645,117,260430,3777,38407,5041064,3777
10-11-20,NM,A,,14,425,61,57547,1258,23736,1281951,12428
10-11-20,NV,A+,,7,898,0,112304,1322,,1352746,8438
10-11-20,NY,B,,32,1548,0,536145,3965,80854,15904266,128036
10-11-20,OH,A+,5212,23,2747,386,261482,6508,189079,4964229,46103
10-11-20,OK,A+,,7,1102,61,140157,1702,118074,1733198,23422
10-11-20,OR,A+,,3,337,48,51909,754,5870,921216,6539
10-11-20,PA,A+,,62,1938,0,238657,4361,171833,2709442,19290
10-11-20,PR,B,682,7,538,0,38856,275,33368,344828,275
10-11-20,RI,A+,,4,218,37,38798,789,2989,1267275,9636
10-11-20,SC,A+,3795,21,784,82,187738,1347,97765,1988512,21287
10-11-20,SD,A,,3,607,50,57334,1023,40199,280699,1896
10-11-20,TN,A+,3440,62,1815,81,289749,1979,256143,3943804,15573
10-11-20,TX,A,,94,6170,0,974230,11211,826116,8901839,51897
10-11-20,UT,A+,,11,453,122,137385,2517,95975,1522009,16429
10-11-20,VA,A+,3460,13,1174,145,194912,1435,21716,2820659,17809
10-11-20,VI,D,23,0,,0,1410,5,1357,25487,70
10-11-20,VT,B,59,0,15,0,2462,47,1936,447581,1254
